"No.","Time","Source","Destination","Protocol","Length","Info"
"4104","68.349836","10.20.0.165","4.26.231.254","TCP","54","1791  >  80 [ACK] Seq=481 Ack=3210 Win=65535 Len=0"
"4105","68.349862","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=3210 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4106","68.349934","10.20.0.165","4.26.231.254","TCP","54","1791  >  80 [ACK] Seq=481 Ack=4670 Win=65535 Len=0"
"4107","68.358079","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=941681 Ack=53861 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4108","68.358909","195.7.33.37","10.20.0.165","TCP","1514","80  >  1726 [ACK] Seq=943141 Ack=53861 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4109","68.358958","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=53861 Ack=944601 Win=65535 Len=0"
"4110","68.358984","195.7.33.37","10.20.0.165","HTTP","869","HTTP/1.1 200 OK  (JPEG JFIF image)"
"4111","68.376360","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=4670 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4112","68.377673","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=6130 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4113","68.377722","10.20.0.165","4.26.231.254","TCP","54","1791  >  80 [ACK] Seq=481 Ack=7590 Win=65535 Len=0"
"4114","68.377749","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=7590 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4115","68.377794","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=9050 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4116","68.377839","10.20.0.165","4.26.231.254","TCP","54","1791  >  80 [ACK] Seq=481 Ack=10510 Win=65535 Len=0"
"4117","68.404735","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=10510 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4118","68.406414","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=11970 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4119","68.406505","10.20.0.165","4.26.231.254","TCP","54","1791  >  80 [ACK] Seq=481 Ack=13430 Win=65535 Len=0"
"4120","68.406557","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=13430 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4121","68.406645","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=14890 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4122","68.406691","10.20.0.165","4.26.231.254","TCP","54","1791  >  80 [ACK] Seq=481 Ack=16350 Win=65535 Len=0"
"4123","68.406741","4.26.231.254","10.20.0.165","TCP","167","80  >  1791 [PSH, ACK] Seq=16350 Ack=481 Win=7504 Len=113 [TCP segment of a reassembled PDU]"
"4124","68.430707","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=16463 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4125","68.430761","10.20.0.165","4.26.231.254","TCP","54","1791  >  80 [ACK] Seq=481 Ack=17923 Win=65535 Len=0"
"4126","68.430787","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=17923 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4127","68.431794","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=19383 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4128","68.431852","10.20.0.165","4.26.231.254","TCP","54","1791  >  80 [ACK] Seq=481 Ack=20843 Win=65535 Len=0"
"4129","68.432107","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=20843 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4130","68.433006","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=22303 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4131","68.433053","10.20.0.165","4.26.231.254","TCP","54","1791  >  80 [ACK] Seq=481 Ack=23763 Win=65535 Len=0"
"4132","68.433878","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=23763 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4133","68.433938","10.20.0.165","4.26.231.254","TCP","54","1791  >  80 [ACK] Seq=481 Ack=25223 Win=65535 Len=0"
"4134","68.433965","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=25223 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4135","68.456033","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=26683 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4136","68.456087","10.20.0.165","4.26.231.254","TCP","54","1791  >  80 [ACK] Seq=481 Ack=28143 Win=65535 Len=0"
"4137","68.456115","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=28143 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4138","68.456173","10.20.0.165","4.26.231.254","TCP","54","1791  >  80 [ACK] Seq=481 Ack=29603 Win=65535 Len=0"
"4139","68.456836","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=29603 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4140","68.460620","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=31063 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4141","68.460676","10.20.0.165","4.26.231.254","TCP","54","1791  >  80 [ACK] Seq=481 Ack=32523 Win=65535 Len=0"
"4142","68.460702","4.26.231.254","10.20.0.165","TCP","378","80  >  1791 [PSH, ACK] Seq=32523 Ack=481 Win=7504 Len=324 [TCP segment of a reassembled PDU]"
"4143","68.462701","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=32847 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4144","68.462753","10.20.0.165","4.26.231.254","TCP","54","1791  >  80 [ACK] Seq=481 Ack=34307 Win=65535 Len=0"
"4145","68.462780","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=34307 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4146","68.463342","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=35767 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4147","68.463389","10.20.0.165","4.26.231.254","TCP","54","1791  >  80 [ACK] Seq=481 Ack=37227 Win=65535 Len=0"
"4148","68.463415","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=37227 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4149","68.463458","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=38687 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4150","68.463501","10.20.0.165","4.26.231.254","TCP","54","1791  >  80 [ACK] Seq=481 Ack=40147 Win=65535 Len=0"
"4151","68.480499","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=40147 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4152","68.480590","10.20.0.165","4.26.231.254","TCP","54","1791  >  80 [ACK] Seq=481 Ack=41607 Win=65535 Len=0"
"4153","68.481870","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=41607 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4154","68.481926","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=43067 Ack=481 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4155","68.481972","10.20.0.165","4.26.231.254","TCP","54","1791  >  80 [ACK] Seq=481 Ack=44527 Win=65535 Len=0"
"4156","68.485574","4.26.231.254","10.20.0.165","HTTP","1069","HTTP/1.1 200 OK "
"4157","68.534530","10.20.0.165","4.26.231.254","HTTP","323","GET /msdownload/update/v3/static/trustedr/en/4EB6D578499B1CCF5F581EAD56BE3D9B6744A5E5.crt HTTP/1.1 "
"4158","68.546204","10.20.0.165","195.7.33.37","TCP","54","1726  >  80 [ACK] Seq=53861 Ack=945416 Win=64720 Len=0"
"4159","68.560883","4.26.231.254","10.20.0.165","TCP","60","[TCP Keep-Alive] 80  >  1791 [ACK] Seq=45541 Ack=750 Win=7504 Len=0"
"4160","68.560934","4.26.231.254","10.20.0.165","TCP","1514","80  >  1791 [ACK] Seq=45542 Ack=750 Win=7504 Len=1460 [TCP segment of a reassembled PDU]"
"4161","68.561587","4.26.231.254","10.20.0.165","HTTP","122","HTTP/1.1 200 OK  (application/x-x509-ca-cert)"
"4162","68.561645","10.20.0.165","4.26.231.254","TCP","54","1791  >  80 [ACK] Seq=750 Ack=47070 Win=65535 Len=0"
"4163","68.613734","10.20.0.165","209.85.143.19","TCP","54","1699  >  443 [RST, ACK] Seq=1202 Ack=647 Win=0 Len=0"
"4164","68.900673","10.20.0.165","89.101.160.4","DNS","76","Standard query 0x35c6 A crl.verisign.com"
"4165","68.943576","89.101.160.4","10.20.0.165","DNS","122","Standard query response 0x35c6 A crl.verisign.com CNAME crl.verisign.net A 199.7.71.190"
"4166","68.964954","10.20.0.165","199.7.71.190","TCP","62","1792  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"4167","69.005568","199.7.71.190","10.20.0.165","TCP","60","80  >  1792 [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1460"
"4168","69.005608","10.20.0.165","199.7.71.190","TCP","54","1792  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"4169","69.006110","10.20.0.165","199.7.71.190","HTTP","236","GET /pca3-g5.crl HTTP/1.1 "
"4170","69.044558","199.7.71.190","10.20.0.165","TCP","908","80  >  1792 [ACK] Seq=1 Ack=183 Win=8190 Len=854 [TCP segment of a reassembled PDU]"
"4171","69.044700","199.7.71.190","10.20.0.165","PKIX-CRL","60","Certificate Revocation List"
"4172","69.044752","10.20.0.165","199.7.71.190","TCP","54","1792  >  80 [ACK] Seq=183 Ack=856 Win=64680 Len=0"
"4173","69.049509","10.20.0.165","89.101.160.4","DNS","86","Standard query 0x8bc6 A csc3-2010-crl.verisign.com"
"4174","69.083420","89.101.160.4","10.20.0.165","DNS","132","Standard query response 0x8bc6 A csc3-2010-crl.verisign.com CNAME crl.verisign.net A 199.7.71.190"
"4175","69.084139","10.20.0.165","199.7.71.190","TCP","62","1793  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"4176","69.127501","199.7.71.190","10.20.0.165","TCP","60","80  >  1793 [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1460"
"4177","69.127537","10.20.0.165","199.7.71.190","TCP","54","1793  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"4178","69.127951","10.20.0.165","199.7.71.190","HTTP","248","GET /CSC3-2010.crl HTTP/1.1 "
"4179","69.169493","199.7.71.190","10.20.0.165","TCP","1514","80  >  1793 [ACK] Seq=1 Ack=195 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4180","69.169550","199.7.71.190","10.20.0.165","TCP","1514","80  >  1793 [ACK] Seq=1461 Ack=195 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4181","69.169596","10.20.0.165","199.7.71.190","TCP","54","1793  >  80 [ACK] Seq=195 Ack=2921 Win=65535 Len=0"
"4182","69.169624","199.7.71.190","10.20.0.165","TCP","1514","80  >  1793 [ACK] Seq=2921 Ack=195 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4183","69.169715","10.20.0.165","199.7.71.190","TCP","54","1793  >  80 [ACK] Seq=195 Ack=4381 Win=65535 Len=0"
"4184","69.169742","199.7.71.190","10.20.0.165","TCP","1514","80  >  1793 [PSH, ACK] Seq=4381 Ack=195 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4185","69.213152","199.7.71.190","10.20.0.165","TCP","1514","80  >  1793 [ACK] Seq=5841 Ack=195 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4186","69.213210","10.20.0.165","199.7.71.190","TCP","54","1793  >  80 [ACK] Seq=195 Ack=7301 Win=65535 Len=0"
"4187","69.213236","199.7.71.190","10.20.0.165","TCP","1514","80  >  1793 [ACK] Seq=7301 Ack=195 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4188","69.214953","199.7.71.190","10.20.0.165","TCP","1514","80  >  1793 [ACK] Seq=8761 Ack=195 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4189","69.215004","10.20.0.165","199.7.71.190","TCP","54","1793  >  80 [ACK] Seq=195 Ack=10221 Win=65535 Len=0"
"4190","69.215032","199.7.71.190","10.20.0.165","TCP","1514","80  >  1793 [PSH, ACK] Seq=10221 Ack=195 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4191","69.215469","199.7.71.190","10.20.0.165","TCP","1514","80  >  1793 [ACK] Seq=11681 Ack=195 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4192","69.215528","10.20.0.165","199.7.71.190","TCP","54","1793  >  80 [ACK] Seq=195 Ack=13141 Win=65535 Len=0"
"4193","69.215555","199.7.71.190","10.20.0.165","TCP","1514","80  >  1793 [ACK] Seq=13141 Ack=195 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4194","69.215685","199.7.71.190","10.20.0.165","TCP","1514","80  >  1793 [PSH, ACK] Seq=14601 Ack=195 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4195","69.215742","10.20.0.165","199.7.71.190","TCP","54","1793  >  80 [ACK] Seq=195 Ack=16061 Win=65535 Len=0"
"4196","69.257785","199.7.71.190","10.20.0.165","TCP","1514","80  >  1793 [ACK] Seq=16061 Ack=195 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4197","69.257836","199.7.71.190","10.20.0.165","TCP","1514","80  >  1793 [ACK] Seq=17521 Ack=195 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4198","69.257882","10.20.0.165","199.7.71.190","TCP","54","1793  >  80 [ACK] Seq=195 Ack=18981 Win=65535 Len=0"
"4199","69.257908","199.7.71.190","10.20.0.165","TCP","1514","80  >  1793 [ACK] Seq=18981 Ack=195 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4200","69.258055","199.7.71.190","10.20.0.165","TCP","1514","80  >  1793 [PSH, ACK] Seq=20441 Ack=195 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4201","69.258105","10.20.0.165","199.7.71.190","TCP","54","1793  >  80 [ACK] Seq=195 Ack=21901 Win=65535 Len=0"
"4202","69.260033","199.7.71.190","10.20.0.165","TCP","1514","80  >  1793 [ACK] Seq=21901 Ack=195 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4203","69.260084","199.7.71.190","10.20.0.165","TCP","1514","80  >  1793 [ACK] Seq=23361 Ack=195 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4204","69.260129","10.20.0.165","199.7.71.190","TCP","54","1793  >  80 [ACK] Seq=195 Ack=24821 Win=65535 Len=0"
"4205","69.260155","199.7.71.190","10.20.0.165","PKIX-CRL","1254","Certificate Revocation List"
"4206","69.393245","10.20.0.165","199.7.71.190","HTTP","250","GET /Class3CodeSigning2001.crl HTTP/1.1 "
"4207","69.434860","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [ACK] Seq=856 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4208","69.434977","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [ACK] Seq=2316 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4209","69.435026","10.20.0.165","199.7.71.190","TCP","54","1792  >  80 [ACK] Seq=379 Ack=3776 Win=65535 Len=0"
"4210","69.435072","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [ACK] Seq=3776 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4211","69.435132","10.20.0.165","199.7.71.190","TCP","54","1792  >  80 [ACK] Seq=379 Ack=5236 Win=65535 Len=0"
"4212","69.437959","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [ACK] Seq=5236 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4213","69.438730","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [ACK] Seq=6696 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4214","69.438779","10.20.0.165","199.7.71.190","TCP","54","1792  >  80 [ACK] Seq=379 Ack=8156 Win=65535 Len=0"
"4215","69.438806","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [PSH, ACK] Seq=8156 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4216","69.451164","10.20.0.165","199.7.71.190","TCP","54","1793  >  80 [ACK] Seq=195 Ack=26021 Win=64335 Len=0"
"4217","69.480762","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [ACK] Seq=9616 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4218","69.480815","10.20.0.165","199.7.71.190","TCP","54","1792  >  80 [ACK] Seq=379 Ack=11076 Win=65535 Len=0"
"4219","69.480884","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [ACK] Seq=11076 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4220","69.481948","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [ACK] Seq=12536 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4221","69.481992","10.20.0.165","199.7.71.190","TCP","54","1792  >  80 [ACK] Seq=379 Ack=13996 Win=65535 Len=0"
"4222","69.482017","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [PSH, ACK] Seq=13996 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4223","69.482923","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [ACK] Seq=15456 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4224","69.482975","10.20.0.165","199.7.71.190","TCP","54","1792  >  80 [ACK] Seq=379 Ack=16916 Win=65535 Len=0"
"4225","69.483866","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [ACK] Seq=16916 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4226","69.483938","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [PSH, ACK] Seq=18376 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4227","69.483995","10.20.0.165","199.7.71.190","TCP","54","1792  >  80 [ACK] Seq=379 Ack=19836 Win=65535 Len=0"
"4228","69.484869","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [ACK] Seq=19836 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4229","69.485541","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [ACK] Seq=21296 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4230","69.485593","10.20.0.165","199.7.71.190","TCP","54","1792  >  80 [ACK] Seq=379 Ack=22756 Win=65535 Len=0"
"4231","69.485620","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [ACK] Seq=22756 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4232","69.485678","10.20.0.165","199.7.71.190","TCP","54","1792  >  80 [ACK] Seq=379 Ack=24216 Win=65535 Len=0"
"4233","69.486227","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [PSH, ACK] Seq=24216 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4234","69.526027","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [ACK] Seq=25676 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4235","69.526081","10.20.0.165","199.7.71.190","TCP","54","1792  >  80 [ACK] Seq=379 Ack=27136 Win=65535 Len=0"
"4236","69.527079","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [ACK] Seq=27136 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4237","69.528401","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [PSH, ACK] Seq=28596 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4238","69.528464","10.20.0.165","199.7.71.190","TCP","54","1792  >  80 [ACK] Seq=379 Ack=30056 Win=65535 Len=0"
"4239","69.528492","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [ACK] Seq=30056 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4240","69.528539","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [ACK] Seq=31516 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4241","69.528583","10.20.0.165","199.7.71.190","TCP","54","1792  >  80 [ACK] Seq=379 Ack=32976 Win=65535 Len=0"
"4242","69.528608","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [PSH, ACK] Seq=32976 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4243","69.528663","10.20.0.165","199.7.71.190","TCP","54","1792  >  80 [ACK] Seq=379 Ack=34436 Win=65535 Len=0"
"4244","69.530606","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [ACK] Seq=34436 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4245","69.530672","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [ACK] Seq=35896 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4246","69.530723","10.20.0.165","199.7.71.190","TCP","54","1792  >  80 [ACK] Seq=379 Ack=37356 Win=65535 Len=0"
"4247","69.530751","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [ACK] Seq=37356 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4248","69.530796","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [ACK] Seq=38816 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4249","69.530840","10.20.0.165","199.7.71.190","TCP","54","1792  >  80 [ACK] Seq=379 Ack=40276 Win=65535 Len=0"
"4250","69.530866","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [PSH, ACK] Seq=40276 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4251","69.532228","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [ACK] Seq=41736 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4252","69.532286","10.20.0.165","199.7.71.190","TCP","54","1792  >  80 [ACK] Seq=379 Ack=43196 Win=65535 Len=0"
"4253","69.532331","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [ACK] Seq=43196 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4254","69.534329","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [ACK] Seq=44656 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4255","69.534379","10.20.0.165","199.7.71.190","TCP","54","1792  >  80 [ACK] Seq=379 Ack=46116 Win=65535 Len=0"
"4256","69.534405","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [PSH, ACK] Seq=46116 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4257","69.536265","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [PSH, ACK] Seq=47576 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4258","69.536322","10.20.0.165","199.7.71.190","TCP","54","1792  >  80 [ACK] Seq=379 Ack=49036 Win=65535 Len=0"
"4259","69.565242","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [ACK] Seq=49036 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"4260","69.568380","199.7.71.190","10.20.0.165","TCP","1514","80  >  1792 [ACK] Seq=50496 Ack=379 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
